"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
47,"748","OUILLET CREEK","Stream","PKO",49.467013,-123.487276,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50164,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","900-111600-00000-00000-0000-0000-000-000-000-000-000-000","900-119078-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50164",FALSE
48,"1149","OYSTER RIVER","Stream","PKO",49.872576,-125.11607,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52994,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-600400-00000-00000-0000-0000-000-000-000-000-000-000","920-602544-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52994",FALSE
49,"805","PENDRELL SOUND CREEK","Stream","PKO",50.273463,-124.728684,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49128,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-328500-31600-00000-0000-0000-000-000-000-000-000-000","905-419712-326840-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49128",FALSE
50,"1156","PUNTLEDGE RIVER","Stream","PKO",49.695915,-124.994938,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,53064,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-553200-94200-00000-0000-0000-000-000-000-000-000-000","920-559826-984406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_53064",FALSE
51,"1179","QUALICUM RIVER","Stream","PKO",49.39819,-124.610545,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51364,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-490700-00000-00000-0000-0000-000-000-000-000-000-000","920-499091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51364",FALSE
52,"815","QUATAM RIVER","Stream","PKO",50.378269,-124.938053,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50524,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-368900-00000-00000-0000-0000-000-000-000-000-000-000","900-369411-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50524",FALSE
53,"1144","QUINSAM RIVER","Stream","PKO",50.037564,-125.294163,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52944,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-627900-03600-00000-0000-0000-000-000-000-000-000-000","920-627155-045026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52944",FALSE
54,"743","RAINY RIVER","Stream","PKO",49.522083,-123.48131,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50114,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-109100-00000-00000-0000-0000-000-000-000-000-000-000","900-116425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50114",FALSE
55,"757","ROBERTS CREEK","Stream","PKO",49.419404,-123.641824,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48638,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-118200-00000-00000-0000-0000-000-000-000-000-000-000","900-125537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48638",FALSE
56,"1172","ROSEWALL CREEK","Stream","PKO",49.466685,-124.778639,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51294,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-510600-00000-00000-0000-0000-000-000-000-000-000-000","920-519315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51294",FALSE
57,"774","SECHELT CREEK","Stream","PKO",49.681373,-123.555799,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48818,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-177400-00000-00000-0000-0000-000-000-000-000-000-000","900-180821-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48818",FALSE
58,"737","SHOVELNOSE CREEK","Stream","PKO",50.068439,-123.343578,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50072,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-63100-00000-0000-0000-000-000-000-000-000-000","900-105574-624674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50072",FALSE
59,"1145","SIMMS CREEK","Stream","PKO",49.979036,-125.221839,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52954,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-616300-00000-00000-0000-0000-000-000-000-000-000-000","920-617535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52954",FALSE
60,"782","SKWAWKA RIVER","Stream","PKO",50.207679,-123.987827,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48898,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-233000-00000-00000-0000-0000-000-000-000-000-000-000","900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48898",FALSE
61,"798","SLIAMMON CREEK","Stream","PKO",49.895406,-124.606318,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49058,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-286000-00000-00000-0000-0000-000-000-000-000-000-000","900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49058",FALSE
63,"736","SPRING CREEK","Stream","PKO",50.020626,-123.352979,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50067,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-56300-00000-0000-0000-000-000-000-000-000-000","900-105574-560641-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50067",FALSE
64,"708","SQUAMISH RIVER","Stream","PKO",49.68522,-123.180776,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49926,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-00000-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49926",FALSE
65,"812","TAHUMMING RIVER","Stream","PKO",50.492772,-124.387365,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50494,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-350700-00000-00000-0000-0000-000-000-000-000-000-000","900-351670-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50494",FALSE
66,"800","THEODOSIA RIVER","Stream","PKO",50.080428,-124.654846,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49078,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-309400-00000-00000-0000-0000-000-000-000-000-000-000","900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49078",FALSE
67,"808","TOBA RIVER","Stream","PKO",50.488616,-124.365866,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49798,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-349300-00000-00000-0000-0000-000-000-000-000-000-000","900-350660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49798",FALSE
68,"1164","TRENT RIVER","Stream","PKO",49.644123,-124.930063,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52034,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-545800-00000-00000-0000-0000-000-000-000-000-000-000","920-553164-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52034",FALSE
69,"1166","TSABLE RIVER","Stream","PKO",49.518733,-124.82996,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-527600-00000-00000-0000-0000-000-000-000-000-000-000","920-535278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52054",FALSE
70,"1157","TSOLUM RIVER","Stream","PKO",49.695768,-124.9945,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,53074,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-553200-94100-00000-0000-0000-000-000-000-000-000-000","920-559826-990728-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_53074",FALSE
71,"781","TSUAHDI CREEK","Stream","PKO",50.099707,-123.715286,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48888,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-220600-20900-00000-0000-0000-000-000-000-000-000-000","900-223912-174780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48888",FALSE
72,"776","TZOONIE RIVER","Stream","PKO",49.787824,-123.723574,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48838,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-195000-00000-00000-0000-0000-000-000-000-000-000-000","900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48838",FALSE
73,"778","VANCOUVER RIVER","Stream","PKO",49.92181,-123.869314,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48858,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-210100-00000-00000-0000-0000-000-000-000-000-000-000","900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48858",FALSE
74,"1132","VILLAGE BAY CREEK","Stream","PKO",50.165251,-125.187784,"SC","SFj","SC+SFj","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52824,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-76900-00000-0000-0000-000-000-000-000-000-000","905-405793-775537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52824",FALSE
75,"791","WHITTALL CREEK","Stream","PKO",49.776518,-124.353033,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48988,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-277700-00000-00000-0000-0000-000-000-000-000-000-000","900-281180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48988",FALSE
76,"1170","WILFRED CREEK","Stream","PKO",49.48334,-124.797038,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51274,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-517300-00000-00000-0000-0000-000-000-000-000-000-000","920-525880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51274",FALSE
77,"1146","WILLOW CREEK","Stream","PKO",49.965882,-125.208336,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52964,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-614400-00000-00000-0000-0000-000-000-000-000-000-000","920-615785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52964",FALSE
78,"759","WILSON CREEK","Stream","PKO",49.43848,-123.709883,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48658,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","900-119900-00000-00000-0000-0000-000-000-000-000-000-000","900-127206-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48658",FALSE
1,"2308","CEDAR CREEK","Stream","CM",54.599384,-129.960295,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,44827,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-885600-00000-00000-0000-0000-000-000-000-000-000-000","910-880200-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_44827",FALSE
2,"631","CHAMBERS CREEK","Stream","CM",54.916557,-129.997472,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,48162,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","500-009000-00000-00000-0000-0000-000-000-000-000-000-000","500-006120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_48162",FALSE
3,"2312","CRAG CREEK","Stream","CM",54.804069,-130.363193,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,44842,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-896000-92400-00000-0000-0000-000-000-000-000-000-000","915-802110-926535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_44842",FALSE
4,"2307","CROW LAGOON CREEK","Stream","CM",54.708266,-130.211065,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,44822,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-878500-00000-00000-0000-0000-000-000-000-000-000-000","910-872754-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_44822",FALSE
5,"1751","ENSHESHESE RIVER","Stream","CM",54.507788,-130.227168,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43493,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-863100-00000-00000-0000-0000-000-000-000-000-000-000","910-856742-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43493",FALSE
6,"1754","KHUTZEYMATEEN RIVER","Stream","CM",54.625389,-129.900111,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43508,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-887500-00000-00000-0000-0000-000-000-000-000-000-000","910-881783-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43508",FALSE
7,"1756","KWINAMASS RIVER","Stream","CM",54.775458,-130.150059,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43518,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-896600-00000-00000-0000-0000-000-000-000-000-000-000","910-891193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43518",FALSE
8,"1748","LACHMACH RIVER","Stream","CM",54.30171,-129.979709,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43478,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-846300-00000-00000-0000-0000-000-000-000-000-000-000","910-840239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43478",FALSE
9,"1753","LARCH CREEK","Stream","CM",54.601813,-129.936031,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43503,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-886100-00000-00000-0000-0000-000-000-000-000-000-000","910-880695-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43503",FALSE
10,"1749","LEVERSON CREEK","Stream","CM",54.331038,-129.983065,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43483,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-847400-00000-00000-0000-0000-000-000-000-000-000-000","910-841193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43483",FALSE
11,"1769","LIZARD CREEK","Stream","CM",54.850236,-130.274784,"LNR-P","NSKEst","LNR-P+NSKEst","PORTLAND INLET","PortIN",54.437592226,-129.955931123,"Current","30","CM-30",4,43583,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-896000-80300-00000-0000-0000-000-000-000-000-000-000","915-802110-804263-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_43583",FALSE
