"","Yr","Area","River","Escapement","Returns","Recruits","Expl","Survival","EO","Popn","Population"
"3803",2012,12,"NIGGER CREEK",NA,NA,NA,0.01,NA,"E","112","NIGGER CREEK E"
"3804",2013,12,"NIGGER CREEK",NA,NA,NA,0.07,NA,"O","111","NIGGER CREEK O"
"3805",2014,12,"NIGGER CREEK",NA,NA,NA,0.09,NA,"E","112","NIGGER CREEK E"
"3806",2015,12,"NIGGER CREEK",NA,NA,NA,0.01,NA,"O","111","NIGGER CREEK O"
"3807",2016,12,"NIGGER CREEK",NA,NA,NA,0.01,NA,"E","112","NIGGER CREEK E"
"3808",2017,12,"NIGGER CREEK",NA,NA,NA,NA,NA,"O","111","NIGGER CREEK O"
"3809",1950,12,"NIMMO CREEK",NA,NA,NA,NA,NA,"E","114","NIMMO CREEK E"
"3810",1951,12,"NIMMO CREEK",NA,NA,NA,NA,NA,"O","113","NIMMO CREEK O"
"3811",1952,12,"NIMMO CREEK",NA,NA,277.777777777778,NA,NA,"E","114","NIMMO CREEK E"
"3812",1953,12,"NIMMO CREEK",75,NA,NA,NA,NA,"O","113","NIMMO CREEK O"
"3813",1954,12,"NIMMO CREEK",200,277.777777777778,NA,0.28,NA,"E","114","NIMMO CREEK E"
"3814",1955,12,"NIMMO CREEK",25,NA,NA,NA,NA,"O","113","NIMMO CREEK O"
"3815",1956,12,"NIMMO CREEK",NA,NA,NA,0.55,NA,"E","114","NIMMO CREEK E"
"3816",1957,12,"NIMMO CREEK",NA,NA,NA,NA,NA,"O","113","NIMMO CREEK O"
"3817",1958,12,"NIMMO CREEK",NA,NA,NA,0.62,NA,"E","114","NIMMO CREEK E"
"3818",1959,12,"NIMMO CREEK",NA,NA,NA,0.58,NA,"O","113","NIMMO CREEK O"
"3819",1960,12,"NIMMO CREEK",NA,NA,NA,0.59,NA,"E","114","NIMMO CREEK E"
"3820",1961,12,"NIMMO CREEK",NA,NA,NA,0.6,NA,"O","113","NIMMO CREEK O"
"3821",1962,12,"NIMMO CREEK",NA,NA,NA,0.51,NA,"E","114","NIMMO CREEK E"
"3822",1963,12,"NIMMO CREEK",NA,NA,NA,0.51,NA,"O","113","NIMMO CREEK O"
"3823",1964,12,"NIMMO CREEK",NA,NA,NA,0.57,NA,"E","114","NIMMO CREEK E"
"3824",1965,12,"NIMMO CREEK",NA,NA,NA,0.38,NA,"O","113","NIMMO CREEK O"
"3825",1966,12,"NIMMO CREEK",NA,NA,NA,0.72,NA,"E","114","NIMMO CREEK E"
"3826",1967,12,"NIMMO CREEK",NA,NA,NA,0.66,NA,"O","113","NIMMO CREEK O"
"3827",1968,12,"NIMMO CREEK",NA,NA,NA,0.71,NA,"E","114","NIMMO CREEK E"
"3828",1969,12,"NIMMO CREEK",NA,NA,NA,0.33,NA,"O","113","NIMMO CREEK O"
"3829",1970,12,"NIMMO CREEK",NA,NA,NA,0.67,NA,"E","114","NIMMO CREEK E"
"3830",1971,12,"NIMMO CREEK",NA,NA,NA,0.39,NA,"O","113","NIMMO CREEK O"
"3831",1972,12,"NIMMO CREEK",NA,NA,NA,0.51,NA,"E","114","NIMMO CREEK E"
"3832",1973,12,"NIMMO CREEK",NA,NA,NA,0.45,NA,"O","113","NIMMO CREEK O"
"3833",1974,12,"NIMMO CREEK",NA,NA,NA,0.57,NA,"E","114","NIMMO CREEK E"
"3834",1975,12,"NIMMO CREEK",NA,NA,NA,0.3,NA,"O","113","NIMMO CREEK O"
"3835",1976,12,"NIMMO CREEK",NA,NA,NA,0.69,NA,"E","114","NIMMO CREEK E"
"3836",1977,12,"NIMMO CREEK",NA,NA,NA,0.59,NA,"O","113","NIMMO CREEK O"
"3837",1978,12,"NIMMO CREEK",NA,NA,NA,0.54,NA,"E","114","NIMMO CREEK E"
"3838",1979,12,"NIMMO CREEK",NA,NA,NA,0.57,NA,"O","113","NIMMO CREEK O"
"3839",1980,12,"NIMMO CREEK",NA,NA,NA,0.45,NA,"E","114","NIMMO CREEK E"
"3840",1981,12,"NIMMO CREEK",NA,NA,NA,0.42,NA,"O","113","NIMMO CREEK O"
"3841",1982,12,"NIMMO CREEK",NA,NA,NA,0.25,NA,"E","114","NIMMO CREEK E"
"3842",1983,12,"NIMMO CREEK",NA,NA,NA,0.43,NA,"O","113","NIMMO CREEK O"
"3843",1984,12,"NIMMO CREEK",NA,NA,NA,0.38,NA,"E","114","NIMMO CREEK E"
"3844",1985,12,"NIMMO CREEK",NA,NA,89.2857142857143,0.5,NA,"O","113","NIMMO CREEK O"
"3845",1986,12,"NIMMO CREEK",NA,NA,NA,0.26,NA,"E","114","NIMMO CREEK E"
"3846",1987,12,"NIMMO CREEK",50,89.2857142857143,NA,0.44,NA,"O","113","NIMMO CREEK O"
"3847",1988,12,"NIMMO CREEK",NA,NA,561.797752808989,0.26,NA,"E","114","NIMMO CREEK E"
"3848",1989,12,"NIMMO CREEK",NA,NA,NA,0.68,NA,"O","113","NIMMO CREEK O"
"3849",1990,12,"NIMMO CREEK",500,561.797752808989,NA,0.11,NA,"E","114","NIMMO CREEK E"
"3850",1991,12,"NIMMO CREEK",NA,NA,NA,0.48,NA,"O","113","NIMMO CREEK O"
"3851",1992,12,"NIMMO CREEK",NA,NA,NA,0.27,NA,"E","114","NIMMO CREEK E"
"3852",1993,12,"NIMMO CREEK",NA,NA,NA,0.46,NA,"O","113","NIMMO CREEK O"
"3853",1994,12,"NIMMO CREEK",NA,NA,NA,0.14,NA,"E","114","NIMMO CREEK E"
"3854",1995,12,"NIMMO CREEK",NA,NA,NA,0.46,NA,"O","113","NIMMO CREEK O"
"3855",1996,12,"NIMMO CREEK",NA,NA,NA,0.03,NA,"E","114","NIMMO CREEK E"
"3856",1997,12,"NIMMO CREEK",NA,NA,NA,0.35,NA,"O","113","NIMMO CREEK O"
"3857",1998,12,"NIMMO CREEK",NA,NA,NA,0.05,NA,"E","114","NIMMO CREEK E"
"3858",1999,12,"NIMMO CREEK",NA,NA,NA,0.01,NA,"O","113","NIMMO CREEK O"
"3859",2000,12,"NIMMO CREEK",NA,NA,NA,0.09,NA,"E","114","NIMMO CREEK E"
"3860",2001,12,"NIMMO CREEK",NA,NA,NA,0.07,NA,"O","113","NIMMO CREEK O"
"3861",2002,12,"NIMMO CREEK",NA,NA,NA,0.12,NA,"E","114","NIMMO CREEK E"
"3862",2003,12,"NIMMO CREEK",NA,NA,NA,0.21,NA,"O","113","NIMMO CREEK O"
"3863",2004,12,"NIMMO CREEK",NA,NA,NA,0.06,NA,"E","114","NIMMO CREEK E"
"3864",2005,12,"NIMMO CREEK",NA,NA,NA,0.05,NA,"O","113","NIMMO CREEK O"
"3865",2006,12,"NIMMO CREEK",NA,NA,4.12371134020619,0.08,NA,"E","114","NIMMO CREEK E"
"3866",2007,12,"NIMMO CREEK",NA,NA,NA,0.02,NA,"O","113","NIMMO CREEK O"
"3867",2008,12,"NIMMO CREEK",4,4.12371134020619,NA,0.03,NA,"E","114","NIMMO CREEK E"
"3868",2009,12,"NIMMO CREEK",NA,NA,NA,0.06,NA,"O","113","NIMMO CREEK O"
"3869",2010,12,"NIMMO CREEK",NA,NA,NA,0.11,NA,"E","114","NIMMO CREEK E"
"3870",2011,12,"NIMMO CREEK",NA,NA,NA,0.32,NA,"O","113","NIMMO CREEK O"
"3871",2012,12,"NIMMO CREEK",NA,NA,NA,0.01,NA,"E","114","NIMMO CREEK E"
"3872",2013,12,"NIMMO CREEK",NA,NA,NA,0.07,NA,"O","113","NIMMO CREEK O"
"3873",2014,12,"NIMMO CREEK",NA,NA,NA,0.09,NA,"E","114","NIMMO CREEK E"
"3874",2015,12,"NIMMO CREEK",NA,NA,NA,0.01,NA,"O","113","NIMMO CREEK O"
"3875",2016,12,"NIMMO CREEK",NA,NA,NA,0.01,NA,"E","114","NIMMO CREEK E"
"3876",2017,12,"NIMMO CREEK",NA,NA,NA,NA,NA,"O","113","NIMMO CREEK O"
"3877",1950,12,"NIMPKISH RIVER",NA,NA,NA,NA,NA,"E","116","NIMPKISH RIVER E"
"3878",1951,12,"NIMPKISH RIVER",NA,NA,NA,NA,NA,"O","115","NIMPKISH RIVER O"
"3879",1952,12,"NIMPKISH RIVER",NA,NA,4861.11111111111,NA,NA,"E","116","NIMPKISH RIVER E"
"3880",1953,12,"NIMPKISH RIVER",3500,NA,NA,NA,NA,"O","115","NIMPKISH RIVER O"
"3881",1954,12,"NIMPKISH RIVER",3500,4861.11111111111,7777.77777777778,0.28,0.798507696217772,"E","116","NIMPKISH RIVER E"
"3882",1955,12,"NIMPKISH RIVER",1500,NA,NA,NA,NA,"O","115","NIMPKISH RIVER O"
"3883",1956,12,"NIMPKISH RIVER",3500,7777.77777777778,9210.52631578947,0.55,0.967584026261705,"E","116","NIMPKISH RIVER E"
"3884",1957,12,"NIMPKISH RIVER",1500,NA,8333.33333333333,NA,1.71479842809193,"O","115","NIMPKISH RIVER O"
"3885",1958,12,"NIMPKISH RIVER",3500,9210.52631578947,8536.58536585366,0.62,0.891598119283784,"E","116","NIMPKISH RIVER E"
"3886",1959,12,"NIMPKISH RIVER",3500,8333.33333333333,8750,0.58,0.916290731874155,"O","115","NIMPKISH RIVER O"
"3887",1960,12,"NIMPKISH RIVER",3500,8536.58536585366,7142.85714285714,0.59,0.713349887877465,"E","116","NIMPKISH RIVER E"
"3888",1961,12,"NIMPKISH RIVER",3500,8750,3061.22448979592,0.6,-0.133947972509739,"O","115","NIMPKISH RIVER O"
"3889",1962,12,"NIMPKISH RIVER",3500,7142.85714285714,8139.53488372093,0.51,0.843970070294529,"E","116","NIMPKISH RIVER E"
"3890",1963,12,"NIMPKISH RIVER",1500,3061.22448979592,645.161290322581,0.51,-0.84372003903932,"O","115","NIMPKISH RIVER O"
"3891",1964,12,"NIMPKISH RIVER",3500,8139.53488372093,26785.7142857143,0.57,2.03510572785978,"E","116","NIMPKISH RIVER E"
"3892",1965,12,"NIMPKISH RIVER",400,645.161290322581,1176.47058823529,0.38,1.07880966137193,"O","115","NIMPKISH RIVER O"
"3893",1966,12,"NIMPKISH RIVER",7500,26785.7142857143,51724.1379310345,0.72,1.93102153656156,"E","116","NIMPKISH RIVER E"
"3894",1967,12,"NIMPKISH RIVER",400,1176.47058823529,597.014925373134,0.66,0.400477566597125,"O","115","NIMPKISH RIVER O"
"3895",1968,12,"NIMPKISH RIVER",15000,51724.1379310345,12121.2121212121,0.71,-0.213093215460708,"E","116","NIMPKISH RIVER E"
"3896",1969,12,"NIMPKISH RIVER",400,597.014925373134,6557.37704918033,0.33,2.79688141480883,"O","115","NIMPKISH RIVER O"
"3897",1970,12,"NIMPKISH RIVER",4000,12121.2121212121,24489.7959183673,0.67,1.81196217654557,"E","116","NIMPKISH RIVER E"
"3898",1971,12,"NIMPKISH RIVER",4000,6557.37704918033,NA,0.39,NA,"O","115","NIMPKISH RIVER O"
"3899",1972,12,"NIMPKISH RIVER",12000,24489.7959183673,27906.976744186,0.51,0.843970070294529,"E","116","NIMPKISH RIVER E"
"3900",1973,12,"NIMPKISH RIVER",NA,NA,857.142857142857,0.45,NA,"O","115","NIMPKISH RIVER O"
"3901",1974,12,"NIMPKISH RIVER",12000,27906.976744186,1290.32258064516,0.57,-2.23001440015921,"E","116","NIMPKISH RIVER E"
"3902",1975,12,"NIMPKISH RIVER",600,857.142857142857,182.926829268293,0.3,-1.18784342239605,"O","115","NIMPKISH RIVER O"
"3903",1976,12,"NIMPKISH RIVER",400,1290.32258064516,3695.65217391304,0.69,2.22344777243532,"E","116","NIMPKISH RIVER E"
"3904",1977,12,"NIMPKISH RIVER",75,182.926829268293,NA,0.59,NA,"O","115","NIMPKISH RIVER O"
"3905",1978,12,"NIMPKISH RIVER",1700,3695.65217391304,13636.3636363636,0.54,2.08211177023572,"E","116","NIMPKISH RIVER E"
"3906",1979,12,"NIMPKISH RIVER",NA,NA,NA,0.57,NA,"O","115","NIMPKISH RIVER O"
"3907",1980,12,"NIMPKISH RIVER",7500,13636.3636363636,2000,0.45,-1.32175583998232,"E","116","NIMPKISH RIVER E"
"3908",1981,12,"NIMPKISH RIVER",NA,NA,175.438596491228,0.42,NA,"O","115","NIMPKISH RIVER O"
"3909",1982,12,"NIMPKISH RIVER",1500,2000,NA,0.25,NA,"E","116","NIMPKISH RIVER E"
"3910",1983,12,"NIMPKISH RIVER",100,175.438596491228,NA,0.43,NA,"O","115","NIMPKISH RIVER O"
"3911",1984,12,"NIMPKISH RIVER",NA,NA,270.27027027027,0.38,NA,"E","116","NIMPKISH RIVER E"
"3912",1985,12,"NIMPKISH RIVER",NA,NA,NA,0.5,NA,"O","115","NIMPKISH RIVER O"
"3913",1986,12,"NIMPKISH RIVER",200,270.27027027027,6081.08108108108,0.26,3.4146204019943,"E","116","NIMPKISH RIVER E"
"3914",1987,12,"NIMPKISH RIVER",NA,NA,6250,0.44,NA,"O","115","NIMPKISH RIVER O"
"3915",1988,12,"NIMPKISH RIVER",4500,6081.08108108108,NA,0.26,NA,"E","116","NIMPKISH RIVER E"
"3916",1989,12,"NIMPKISH RIVER",2000,6250,NA,0.68,NA,"O","115","NIMPKISH RIVER O"
"3917",1990,12,"NIMPKISH RIVER",NA,NA,NA,0.11,NA,"E","116","NIMPKISH RIVER E"
"3918",1991,12,"NIMPKISH RIVER",NA,NA,NA,0.48,NA,"O","115","NIMPKISH RIVER O"
"3919",1992,12,"NIMPKISH RIVER",NA,NA,NA,0.27,NA,"E","116","NIMPKISH RIVER E"
"3920",1993,12,"NIMPKISH RIVER",NA,NA,NA,0.46,NA,"O","115","NIMPKISH RIVER O"
"3921",1994,12,"NIMPKISH RIVER",NA,NA,206.185567010309,0.14,NA,"E","116","NIMPKISH RIVER E"
"3922",1995,12,"NIMPKISH RIVER",NA,NA,46.1538461538462,0.46,NA,"O","115","NIMPKISH RIVER O"
"3923",1996,12,"NIMPKISH RIVER",200,206.185567010309,1052.63157894737,0.03,1.66073120682165,"E","116","NIMPKISH RIVER E"
"3924",1997,12,"NIMPKISH RIVER",30,46.1538461538462,NA,0.35,NA,"O","115","NIMPKISH RIVER O"
"3925",1998,12,"NIMPKISH RIVER",1000,1052.63157894737,NA,0.05,NA,"E","116","NIMPKISH RIVER E"
"3926",1999,12,"NIMPKISH RIVER",NA,NA,NA,0.01,NA,"O","115","NIMPKISH RIVER O"
"3927",2000,12,"NIMPKISH RIVER",NA,NA,NA,0.09,NA,"E","116","NIMPKISH RIVER E"
"3928",2001,12,"NIMPKISH RIVER",NA,NA,88.6075949367088,0.07,NA,"O","115","NIMPKISH RIVER O"
"3929",2002,12,"NIMPKISH RIVER",NA,NA,3723.40425531915,0.12,NA,"E","116","NIMPKISH RIVER E"
"3930",2003,12,"NIMPKISH RIVER",70,88.6075949367088,828.421052631579,0.21,2.47102630075559,"O","115","NIMPKISH RIVER O"
"3931",2004,12,"NIMPKISH RIVER",3500,3723.40425531915,NA,0.06,NA,"E","116","NIMPKISH RIVER E"
"3932",2005,12,"NIMPKISH RIVER",787,828.421052631579,NA,0.05,NA,"O","115","NIMPKISH RIVER O"
"3933",2006,12,"NIMPKISH RIVER",NA,NA,NA,0.08,NA,"E","116","NIMPKISH RIVER E"
"3934",2007,12,"NIMPKISH RIVER",NA,NA,NA,0.02,NA,"O","115","NIMPKISH RIVER O"
"3935",2008,12,"NIMPKISH RIVER",NA,NA,NA,0.03,NA,"E","116","NIMPKISH RIVER E"
"3936",2009,12,"NIMPKISH RIVER",NA,NA,NA,0.06,NA,"O","115","NIMPKISH RIVER O"
"3937",2010,12,"NIMPKISH RIVER",NA,NA,NA,0.11,NA,"E","116","NIMPKISH RIVER E"
"3938",2011,12,"NIMPKISH RIVER",NA,NA,NA,0.32,NA,"O","115","NIMPKISH RIVER O"
"3939",2012,12,"NIMPKISH RIVER",NA,NA,NA,0.01,NA,"E","116","NIMPKISH RIVER E"
"3940",2013,12,"NIMPKISH RIVER",NA,NA,NA,0.07,NA,"O","115","NIMPKISH RIVER O"
"3941",2014,12,"NIMPKISH RIVER",NA,NA,NA,0.09,NA,"E","116","NIMPKISH RIVER E"
"3942",2015,12,"NIMPKISH RIVER",NA,NA,NA,0.01,NA,"O","115","NIMPKISH RIVER O"
"3943",2016,12,"NIMPKISH RIVER",NA,NA,NA,0.01,NA,"E","116","NIMPKISH RIVER E"
"3944",2017,12,"NIMPKISH RIVER",NA,NA,NA,NA,NA,"O","115","NIMPKISH RIVER O"
"3945",1950,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"E","118","PHYLLIS LAKE CREEK E"
"3946",1951,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"O","117","PHYLLIS LAKE CREEK O"
"3947",1952,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"E","118","PHYLLIS LAKE CREEK E"
"3948",1953,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"O","117","PHYLLIS LAKE CREEK O"
"3949",1954,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.28,NA,"E","118","PHYLLIS LAKE CREEK E"
"3950",1955,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"O","117","PHYLLIS LAKE CREEK O"
"3951",1956,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.55,NA,"E","118","PHYLLIS LAKE CREEK E"
"3952",1957,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"O","117","PHYLLIS LAKE CREEK O"
"3953",1958,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.62,NA,"E","118","PHYLLIS LAKE CREEK E"
"3954",1959,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.58,NA,"O","117","PHYLLIS LAKE CREEK O"
"3955",1960,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.59,NA,"E","118","PHYLLIS LAKE CREEK E"
"3956",1961,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.6,NA,"O","117","PHYLLIS LAKE CREEK O"
"3957",1962,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.51,NA,"E","118","PHYLLIS LAKE CREEK E"
"3958",1963,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.51,NA,"O","117","PHYLLIS LAKE CREEK O"
"3959",1964,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.57,NA,"E","118","PHYLLIS LAKE CREEK E"
"3960",1965,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.38,NA,"O","117","PHYLLIS LAKE CREEK O"
"3961",1966,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.72,NA,"E","118","PHYLLIS LAKE CREEK E"
"3962",1967,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.66,NA,"O","117","PHYLLIS LAKE CREEK O"
"3963",1968,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.71,NA,"E","118","PHYLLIS LAKE CREEK E"
"3964",1969,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.33,NA,"O","117","PHYLLIS LAKE CREEK O"
"3965",1970,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.67,NA,"E","118","PHYLLIS LAKE CREEK E"
"3966",1971,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.39,NA,"O","117","PHYLLIS LAKE CREEK O"
"3967",1972,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.51,NA,"E","118","PHYLLIS LAKE CREEK E"
"3968",1973,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.45,NA,"O","117","PHYLLIS LAKE CREEK O"
"3969",1974,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.57,NA,"E","118","PHYLLIS LAKE CREEK E"
"3970",1975,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.3,NA,"O","117","PHYLLIS LAKE CREEK O"
"3971",1976,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.69,NA,"E","118","PHYLLIS LAKE CREEK E"
"3972",1977,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.59,NA,"O","117","PHYLLIS LAKE CREEK O"
"3973",1978,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.54,NA,"E","118","PHYLLIS LAKE CREEK E"
"3974",1979,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.57,NA,"O","117","PHYLLIS LAKE CREEK O"
"3975",1980,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.45,NA,"E","118","PHYLLIS LAKE CREEK E"
"3976",1981,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.42,NA,"O","117","PHYLLIS LAKE CREEK O"
"3977",1982,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.25,NA,"E","118","PHYLLIS LAKE CREEK E"
"3978",1983,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.43,NA,"O","117","PHYLLIS LAKE CREEK O"
"3979",1984,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.38,NA,"E","118","PHYLLIS LAKE CREEK E"
"3980",1985,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.5,NA,"O","117","PHYLLIS LAKE CREEK O"
"3981",1986,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.26,NA,"E","118","PHYLLIS LAKE CREEK E"
"3982",1987,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.44,NA,"O","117","PHYLLIS LAKE CREEK O"
"3983",1988,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.26,NA,"E","118","PHYLLIS LAKE CREEK E"
"3984",1989,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.68,NA,"O","117","PHYLLIS LAKE CREEK O"
"3985",1990,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.11,NA,"E","118","PHYLLIS LAKE CREEK E"
"3986",1991,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.48,NA,"O","117","PHYLLIS LAKE CREEK O"
"3987",1992,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.27,NA,"E","118","PHYLLIS LAKE CREEK E"
"3988",1993,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.46,NA,"O","117","PHYLLIS LAKE CREEK O"
"3989",1994,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.14,NA,"E","118","PHYLLIS LAKE CREEK E"
"3990",1995,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.46,NA,"O","117","PHYLLIS LAKE CREEK O"
"3991",1996,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.03,NA,"E","118","PHYLLIS LAKE CREEK E"
"3992",1997,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.35,NA,"O","117","PHYLLIS LAKE CREEK O"
"3993",1998,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.05,NA,"E","118","PHYLLIS LAKE CREEK E"
"3994",1999,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.01,NA,"O","117","PHYLLIS LAKE CREEK O"
"3995",2000,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.09,NA,"E","118","PHYLLIS LAKE CREEK E"
"3996",2001,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.07,NA,"O","117","PHYLLIS LAKE CREEK O"
"3997",2002,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.12,NA,"E","118","PHYLLIS LAKE CREEK E"
"3998",2003,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.21,NA,"O","117","PHYLLIS LAKE CREEK O"
"3999",2004,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.06,NA,"E","118","PHYLLIS LAKE CREEK E"
"4000",2005,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.05,NA,"O","117","PHYLLIS LAKE CREEK O"
"4001",2006,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.08,NA,"E","118","PHYLLIS LAKE CREEK E"
"4002",2007,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.02,NA,"O","117","PHYLLIS LAKE CREEK O"
"4003",2008,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.03,NA,"E","118","PHYLLIS LAKE CREEK E"
"4004",2009,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.06,NA,"O","117","PHYLLIS LAKE CREEK O"
"4005",2010,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.11,NA,"E","118","PHYLLIS LAKE CREEK E"
"4006",2011,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.32,NA,"O","117","PHYLLIS LAKE CREEK O"
"4007",2012,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.01,NA,"E","118","PHYLLIS LAKE CREEK E"
"4008",2013,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.07,NA,"O","117","PHYLLIS LAKE CREEK O"
"4009",2014,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.09,NA,"E","118","PHYLLIS LAKE CREEK E"
"4010",2015,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.01,NA,"O","117","PHYLLIS LAKE CREEK O"
"4011",2016,12,"PHYLLIS LAKE CREEK",NA,NA,NA,0.01,NA,"E","118","PHYLLIS LAKE CREEK E"
"4012",2017,12,"PHYLLIS LAKE CREEK",NA,NA,NA,NA,NA,"O","117","PHYLLIS LAKE CREEK O"
"4013",1950,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4014",1951,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4015",1952,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4016",1953,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4017",1954,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.28,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4018",1955,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4019",1956,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.55,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4020",1957,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,NA,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4021",1958,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.62,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4022",1959,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.58,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4023",1960,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.59,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4024",1961,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.6,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4025",1962,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.51,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4026",1963,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.51,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4027",1964,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.57,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4028",1965,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.38,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
"4029",1966,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.72,NA,"E","120","PORT HARVEY LAGOON CREEKS E"
"4030",1967,12,"PORT HARVEY LAGOON CREEKS",NA,NA,NA,0.66,NA,"O","119","PORT HARVEY LAGOON CREEKS O"
