"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"3360",1977,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3361",1978,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3362",1979,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3363",1980,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3364",1981,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3365",1982,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3366",1983,12,"MCALISTER CREEK",NA,NA,NA,0.866057834110302,NA
"3367",1984,12,"MCALISTER CREEK",NA,NA,NA,0.775693911882616,NA
"3368",1985,12,"MCALISTER CREEK",NA,NA,NA,0.804617873469269,NA
"3369",1986,12,"MCALISTER CREEK",NA,NA,NA,0.736636297568,NA
"3370",1987,12,"MCALISTER CREEK",NA,NA,NA,0.620278215303934,NA
"3371",1988,12,"MCALISTER CREEK",NA,NA,NA,0.662968422357177,NA
"3372",1989,12,"MCALISTER CREEK",NA,NA,NA,0.758563000132309,NA
"3373",1990,12,"MCALISTER CREEK",100,NA,NA,0.551771761004763,NA
"3374",1991,12,"MCALISTER CREEK",NA,NA,NA,0.610236891943533,NA
"3375",1992,12,"MCALISTER CREEK",NA,NA,NA,0.846200576578609,NA
"3376",1993,12,"MCALISTER CREEK",NA,NA,NA,0.870616228783584,NA
"3377",1994,12,"MCALISTER CREEK",NA,NA,NA,0.688336172661556,NA
"3378",1995,12,"MCALISTER CREEK",NA,NA,NA,0.41545900740463,NA
"3379",1996,12,"MCALISTER CREEK",6,NA,NA,0.154973827940401,NA
"3380",1997,12,"MCALISTER CREEK",NA,NA,NA,0.272777956656083,NA
"3381",1998,12,"MCALISTER CREEK",NA,NA,NA,0.000583078137170725,NA
"3382",1999,12,"MCALISTER CREEK",NA,NA,NA,0.00581807086852831,NA
"3383",2000,12,"MCALISTER CREEK",NA,NA,NA,0.000108918915671366,NA
"3384",2001,12,"MCALISTER CREEK",NA,NA,NA,6.58172515066211e-05,NA
"3385",2002,12,"MCALISTER CREEK",NA,NA,NA,0.000110894640181671,NA
"3386",2003,12,"MCALISTER CREEK",NA,NA,NA,0,NA
"3387",2004,12,"MCALISTER CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3388",2005,12,"MCALISTER CREEK",NA,NA,NA,0.00158566847902736,NA
"3389",2006,12,"MCALISTER CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3390",2007,12,"MCALISTER CREEK",NA,NA,NA,0,NA
"3391",2008,12,"MCALISTER CREEK",NA,NA,NA,2.769197939731e-05,NA
"3392",2009,12,"MCALISTER CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3393",2010,12,"MCALISTER CREEK",NA,NA,NA,0.00888074071042353,NA
"3394",2011,12,"MCALISTER CREEK",NA,NA,NA,0.0142797614832157,NA
"3395",2012,12,"MCALISTER CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3396",2013,12,"MCALISTER CREEK",NA,NA,NA,0.0164482623776054,NA
"3397",2014,12,"MCALISTER CREEK",NA,NA,NA,0.0114891151557245,NA
"3398",2015,12,"MCALISTER CREEK",NA,NA,NA,0.0135595098287899,NA
"3399",2016,12,"MCALISTER CREEK",NA,NA,NA,0.00202795595384339,NA
"3400",2017,12,"MCALISTER CREEK",NA,NA,NA,0.00376400621171083,NA
"3401",1950,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3402",1951,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3403",1952,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3404",1953,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3405",1954,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3406",1955,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3407",1956,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3408",1957,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3409",1958,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3410",1959,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3411",1960,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3412",1961,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3413",1962,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3414",1963,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3415",1964,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3416",1965,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3417",1966,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3418",1967,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3419",1968,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3420",1969,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3421",1970,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3422",1971,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3423",1972,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3424",1973,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3425",1974,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3426",1975,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3427",1976,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3428",1977,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3429",1978,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3430",1979,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3431",1980,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3432",1981,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3433",1982,12,"MCINTOSH CREEK",NA,NA,NA,NA,NA
"3434",1983,12,"MCINTOSH CREEK",NA,NA,NA,0.866057834110302,NA
"3435",1984,12,"MCINTOSH CREEK",NA,NA,NA,0.775693911882616,NA
"3436",1985,12,"MCINTOSH CREEK",NA,NA,NA,0.804617873469269,NA
"3437",1986,12,"MCINTOSH CREEK",NA,NA,NA,0.736636297568,NA
"3438",1987,12,"MCINTOSH CREEK",NA,NA,NA,0.620278215303934,NA
"3439",1988,12,"MCINTOSH CREEK",NA,NA,NA,0.662968422357177,NA
"3440",1989,12,"MCINTOSH CREEK",NA,NA,NA,0.758563000132309,NA
"3441",1990,12,"MCINTOSH CREEK",NA,NA,NA,0.551771761004763,NA
"3442",1991,12,"MCINTOSH CREEK",NA,NA,NA,0.610236891943533,NA
"3443",1992,12,"MCINTOSH CREEK",NA,NA,NA,0.846200576578609,NA
"3444",1993,12,"MCINTOSH CREEK",NA,NA,NA,0.870616228783584,NA
"3445",1994,12,"MCINTOSH CREEK",NA,NA,NA,0.688336172661556,NA
"3446",1995,12,"MCINTOSH CREEK",NA,NA,NA,0.41545900740463,NA
"3447",1996,12,"MCINTOSH CREEK",2,NA,NA,0.154973827940401,NA
"3448",1997,12,"MCINTOSH CREEK",NA,NA,NA,0.272777956656083,NA
"3449",1998,12,"MCINTOSH CREEK",NA,NA,20.8448964838944,0.000583078137170725,NA
"3450",1999,12,"MCINTOSH CREEK",NA,NA,NA,0.00581807086852831,NA
"3451",2000,12,"MCINTOSH CREEK",NA,NA,NA,0.000108918915671366,NA
"3452",2001,12,"MCINTOSH CREEK",20,20.8448964838944,NA,6.58172515066211e-05,NA
"3453",2002,12,"MCINTOSH CREEK",NA,NA,NA,0.000110894640181671,NA
"3454",2003,12,"MCINTOSH CREEK",NA,NA,NA,0,NA
"3455",2004,12,"MCINTOSH CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3456",2005,12,"MCINTOSH CREEK",NA,NA,NA,0.00158566847902736,NA
"3457",2006,12,"MCINTOSH CREEK",NA,NA,4.16892139300191,5.56360213756606e-05,NA
"3458",2007,12,"MCINTOSH CREEK",NA,NA,NA,0,NA
"3459",2008,12,"MCINTOSH CREEK",NA,NA,NA,2.769197939731e-05,NA
"3460",2009,12,"MCINTOSH CREEK",4,4.16892139300191,NA,5.19287752240718e-05,NA
"3461",2010,12,"MCINTOSH CREEK",NA,NA,NA,0.00888074071042353,NA
"3462",2011,12,"MCINTOSH CREEK",NA,NA,NA,0.0142797614832157,NA
"3463",2012,12,"MCINTOSH CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3464",2013,12,"MCINTOSH CREEK",NA,NA,NA,0.0164482623776054,NA
"3465",2014,12,"MCINTOSH CREEK",NA,NA,NA,0.0114891151557245,NA
"3466",2015,12,"MCINTOSH CREEK",NA,NA,NA,0.0135595098287899,NA
"3467",2016,12,"MCINTOSH CREEK",NA,NA,NA,0.00202795595384339,NA
"3468",2017,12,"MCINTOSH CREEK",NA,NA,NA,0.00376400621171083,NA
"3469",1950,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3470",1951,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3471",1952,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3472",1953,12,"MILLS CREEK",750,NA,NA,NA,NA
"3473",1954,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3474",1955,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3475",1956,12,"MILLS CREEK",750,NA,NA,NA,NA
"3476",1957,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3477",1958,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3478",1959,12,"MILLS CREEK",75,NA,NA,NA,NA
"3479",1960,12,"MILLS CREEK",400,NA,NA,NA,NA
"3480",1961,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3481",1962,12,"MILLS CREEK",750,NA,NA,NA,NA
"3482",1963,12,"MILLS CREEK",75,NA,NA,NA,NA
"3483",1964,12,"MILLS CREEK",1500,NA,NA,NA,NA
"3484",1965,12,"MILLS CREEK",750,NA,NA,NA,NA
"3485",1966,12,"MILLS CREEK",3500,NA,NA,NA,NA
"3486",1967,12,"MILLS CREEK",3500,NA,NA,NA,NA
"3487",1968,12,"MILLS CREEK",75,NA,NA,NA,NA
"3488",1969,12,"MILLS CREEK",25,NA,NA,NA,NA
"3489",1970,12,"MILLS CREEK",400,NA,NA,NA,NA
"3490",1971,12,"MILLS CREEK",200,NA,NA,NA,NA
"3491",1972,12,"MILLS CREEK",70,NA,556,NA,2.07227305220122
"3492",1973,12,"MILLS CREEK",50,NA,6250,NA,4.8283137373023
"3493",1974,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3494",1975,12,"MILLS CREEK",200,556,NA,NA,NA
"3495",1976,12,"MILLS CREEK",500,6250,54,NA,-2.22562405185792
"3496",1977,12,"MILLS CREEK",200,NA,NA,NA,NA
"3497",1978,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3498",1979,12,"MILLS CREEK",15,54,NA,NA,NA
"3499",1980,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3500",1981,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3501",1982,12,"MILLS CREEK",NA,NA,NA,NA,NA
"3502",1983,12,"MILLS CREEK",NA,NA,NA,0.866057834110302,NA
"3503",1984,12,"MILLS CREEK",NA,NA,NA,0.775693911882616,NA
"3504",1985,12,"MILLS CREEK",NA,NA,NA,0.804617873469269,NA
"3505",1986,12,"MILLS CREEK",25,NA,76,0.736636297568,1.11185751541813
"3506",1987,12,"MILLS CREEK",NA,NA,NA,0.620278215303934,NA
"3507",1988,12,"MILLS CREEK",350,NA,1875,0.662968422357177,1.67843078392105
"3508",1989,12,"MILLS CREEK",25,76,NA,0.758563000132309,NA
"3509",1990,12,"MILLS CREEK",250,NA,1000,0.551771761004763,1.38629436111989
"3510",1991,12,"MILLS CREEK",600,1875,3846,0.610236891943533,1.85785927093258
"3511",1992,12,"MILLS CREEK",NA,NA,NA,0.846200576578609,NA
"3512",1993,12,"MILLS CREEK",250,1000,3488,0.870616228783584,2.63562286716662
"3513",1994,12,"MILLS CREEK",1000,3846,88,0.688336172661556,-2.43041846450393
"3514",1995,12,"MILLS CREEK",1000,NA,4124,0.41545900740463,1.41682356615471
"3515",1996,12,"MILLS CREEK",1500,3488,NA,0.154973827940401,NA
"3516",1997,12,"MILLS CREEK",50,88,20.845795031491,0.272777956656083,-0.874870754669621
"3517",1998,12,"MILLS CREEK",4000,4124,NA,0.000583078137170725,NA
"3518",1999,12,"MILLS CREEK",NA,NA,1042.29181108035,0.00581807086852831,NA
"3519",2000,12,"MILLS CREEK",20,20.845795031491,468.979301927247,0.000108918915671366,3.15482636156714
"3520",2001,12,"MILLS CREEK",NA,NA,521.130455733784,6.58172515066211e-05,NA
"3521",2002,12,"MILLS CREEK",1000,1042.29181108035,NA,0.000110894640181671,NA
"3522",2003,12,"MILLS CREEK",450,468.979301927247,NA,0,NA
"3523",2004,12,"MILLS CREEK",500,521.130455733784,NA,8.1251212286391e-05,NA
"3524",2005,12,"MILLS CREEK",NA,NA,NA,0.00158566847902736,NA
"3525",2006,12,"MILLS CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3526",2007,12,"MILLS CREEK",NA,NA,NA,0,NA
"3527",2008,12,"MILLS CREEK",NA,NA,NA,2.769197939731e-05,NA
"3528",2009,12,"MILLS CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3529",2010,12,"MILLS CREEK",NA,NA,NA,0.00888074071042353,NA
"3530",2011,12,"MILLS CREEK",NA,NA,NA,0.0142797614832157,NA
"3531",2012,12,"MILLS CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3532",2013,12,"MILLS CREEK",NA,NA,NA,0.0164482623776054,NA
"3533",2014,12,"MILLS CREEK",NA,NA,NA,0.0114891151557245,NA
"3534",2015,12,"MILLS CREEK",NA,NA,NA,0.0135595098287899,NA
"3535",2016,12,"MILLS CREEK",NA,NA,NA,0.00202795595384339,NA
"3536",2017,12,"MILLS CREEK",NA,NA,NA,0.00376400621171083,NA
"3537",1950,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3538",1951,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3539",1952,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3540",1953,12,"NAHWITTI RIVER",200,NA,NA,NA,NA
"3541",1954,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3542",1955,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3543",1956,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3544",1957,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3545",1958,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3546",1959,12,"NAHWITTI RIVER",750,NA,NA,NA,NA
"3547",1960,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3548",1961,12,"NAHWITTI RIVER",1500,NA,NA,NA,NA
"3549",1962,12,"NAHWITTI RIVER",3500,NA,NA,NA,NA
"3550",1963,12,"NAHWITTI RIVER",400,NA,NA,NA,NA
"3551",1964,12,"NAHWITTI RIVER",3500,NA,NA,NA,NA
"3552",1965,12,"NAHWITTI RIVER",3500,NA,NA,NA,NA
"3553",1966,12,"NAHWITTI RIVER",3500,NA,NA,NA,NA
"3554",1967,12,"NAHWITTI RIVER",750,NA,NA,NA,NA
"3555",1968,12,"NAHWITTI RIVER",400,NA,NA,NA,NA
"3556",1969,12,"NAHWITTI RIVER",750,NA,NA,NA,NA
"3557",1970,12,"NAHWITTI RIVER",7500,NA,NA,NA,NA
"3558",1971,12,"NAHWITTI RIVER",200,NA,NA,NA,NA
"3559",1972,12,"NAHWITTI RIVER",400,NA,417,NA,0.0416216746908194
"3560",1973,12,"NAHWITTI RIVER",1400,NA,10000,NA,1.96611285637283
"3561",1974,12,"NAHWITTI RIVER",2000,NA,295,NA,-1.91392710320226
"3562",1975,12,"NAHWITTI RIVER",150,417,938,NA,1.83311465490997
"3563",1976,12,"NAHWITTI RIVER",800,10000,NA,NA,NA
"3564",1977,12,"NAHWITTI RIVER",65,295,NA,NA,NA
"3565",1978,12,"NAHWITTI RIVER",225,938,NA,NA,NA
"3566",1979,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3567",1980,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3568",1981,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3569",1982,12,"NAHWITTI RIVER",NA,NA,NA,NA,NA
"3570",1983,12,"NAHWITTI RIVER",NA,NA,NA,0.866057834110302,NA
"3571",1984,12,"NAHWITTI RIVER",NA,NA,NA,0.775693911882616,NA
"3572",1985,12,"NAHWITTI RIVER",100,NA,2000,0.804617873469269,2.99573227355399
"3573",1986,12,"NAHWITTI RIVER",NA,NA,NA,0.736636297568,NA
"3574",1987,12,"NAHWITTI RIVER",25,NA,1538,0.620278215303934,4.11936232519739
"3575",1988,12,"NAHWITTI RIVER",500,2000,109,0.662968422357177,-1.52326021619305
"3576",1989,12,"NAHWITTI RIVER",169,NA,174,0.758563000132309,0.0291565842914555
"3577",1990,12,"NAHWITTI RIVER",400,1538,NA,0.551771761004763,NA
"3578",1991,12,"NAHWITTI RIVER",35,109,1154,0.610236891943533,3.49564138557863
"3579",1992,12,"NAHWITTI RIVER",40,174,952,0.846200576578609,3.16968558067743
"3580",1993,12,"NAHWITTI RIVER",NA,NA,NA,0.870616228783584,NA
"3581",1994,12,"NAHWITTI RIVER",300,1154,351,0.688336172661556,0.157003748809665
"3582",1995,12,"NAHWITTI RIVER",400,952,1701,0.41545900740463,1.44750704528788
"3583",1996,12,"NAHWITTI RIVER",500,NA,NA,0.154973827940401,NA
"3584",1997,12,"NAHWITTI RIVER",200,351,NA,0.272777956656083,NA
"3585",1998,12,"NAHWITTI RIVER",1950,1701,NA,0.000583078137170725,NA
"3586",1999,12,"NAHWITTI RIVER",NA,NA,NA,0.00581807086852831,NA
"3587",2000,12,"NAHWITTI RIVER",NA,NA,NA,0.000108918915671366,NA
"3588",2001,12,"NAHWITTI RIVER",NA,NA,NA,6.58172515066211e-05,NA
"3589",2002,12,"NAHWITTI RIVER",NA,NA,NA,0.000110894640181671,NA
"3590",2003,12,"NAHWITTI RIVER",NA,NA,NA,0,NA
"3591",2004,12,"NAHWITTI RIVER",NA,NA,NA,8.1251212286391e-05,NA
"3592",2005,12,"NAHWITTI RIVER",NA,NA,NA,0.00158566847902736,NA
"3593",2006,12,"NAHWITTI RIVER",NA,NA,NA,5.56360213756606e-05,NA
"3594",2007,12,"NAHWITTI RIVER",NA,NA,NA,0,NA
"3595",2008,12,"NAHWITTI RIVER",NA,NA,NA,2.769197939731e-05,NA
"3596",2009,12,"NAHWITTI RIVER",NA,NA,NA,5.19287752240718e-05,NA
"3597",2010,12,"NAHWITTI RIVER",NA,NA,NA,0.00888074071042353,NA
"3598",2011,12,"NAHWITTI RIVER",NA,NA,NA,0.0142797614832157,NA
"3599",2012,12,"NAHWITTI RIVER",NA,NA,NA,7.68815624118097e-05,NA
"3600",2013,12,"NAHWITTI RIVER",NA,NA,NA,0.0164482623776054,NA
"3601",2014,12,"NAHWITTI RIVER",NA,NA,NA,0.0114891151557245,NA
"3602",2015,12,"NAHWITTI RIVER",NA,NA,NA,0.0135595098287899,NA
"3603",2016,12,"NAHWITTI RIVER",NA,NA,NA,0.00202795595384339,NA
"3604",2017,12,"NAHWITTI RIVER",NA,NA,NA,0.00376400621171083,NA
"3605",1950,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3606",1951,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3607",1952,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3608",1953,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3609",1954,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3610",1955,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3611",1956,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3612",1957,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3613",1958,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3614",1959,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3615",1960,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3616",1961,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3617",1962,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3618",1963,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3619",1964,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3620",1965,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3621",1966,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3622",1967,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3623",1968,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3624",1969,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3625",1970,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3626",1971,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3627",1972,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3628",1973,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3629",1974,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3630",1975,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3631",1976,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3632",1977,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3633",1978,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3634",1979,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3635",1980,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3636",1981,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3637",1982,12,"NAKA CREEK",NA,NA,NA,NA,NA
"3638",1983,12,"NAKA CREEK",NA,NA,NA,0.866057834110302,NA
"3639",1984,12,"NAKA CREEK",NA,NA,NA,0.775693911882616,NA
"3640",1985,12,"NAKA CREEK",NA,NA,NA,0.804617873469269,NA
"3641",1986,12,"NAKA CREEK",NA,NA,NA,0.736636297568,NA
"3642",1987,12,"NAKA CREEK",NA,NA,NA,0.620278215303934,NA
"3643",1988,12,"NAKA CREEK",NA,NA,NA,0.662968422357177,NA
"3644",1989,12,"NAKA CREEK",NA,NA,NA,0.758563000132309,NA
"3645",1990,12,"NAKA CREEK",NA,NA,NA,0.551771761004763,NA
"3646",1991,12,"NAKA CREEK",NA,NA,NA,0.610236891943533,NA
"3647",1992,12,"NAKA CREEK",NA,NA,NA,0.846200576578609,NA
"3648",1993,12,"NAKA CREEK",NA,NA,NA,0.870616228783584,NA
"3649",1994,12,"NAKA CREEK",NA,NA,NA,0.688336172661556,NA
"3650",1995,12,"NAKA CREEK",NA,NA,NA,0.41545900740463,NA
"3651",1996,12,"NAKA CREEK",NA,NA,NA,0.154973827940401,NA
"3652",1997,12,"NAKA CREEK",NA,NA,NA,0.272777956656083,NA
"3653",1998,12,"NAKA CREEK",NA,NA,NA,0.000583078137170725,NA
"3654",1999,12,"NAKA CREEK",NA,NA,NA,0.00581807086852831,NA
"3655",2000,12,"NAKA CREEK",NA,NA,NA,0.000108918915671366,NA
"3656",2001,12,"NAKA CREEK",NA,NA,NA,6.58172515066211e-05,NA
"3657",2002,12,"NAKA CREEK",NA,NA,NA,0.000110894640181671,NA
"3658",2003,12,"NAKA CREEK",NA,NA,NA,0,NA
"3659",2004,12,"NAKA CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3660",2005,12,"NAKA CREEK",NA,NA,NA,0.00158566847902736,NA
"3661",2006,12,"NAKA CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3662",2007,12,"NAKA CREEK",NA,NA,NA,0,NA
"3663",2008,12,"NAKA CREEK",NA,NA,NA,2.769197939731e-05,NA
"3664",2009,12,"NAKA CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3665",2010,12,"NAKA CREEK",NA,NA,NA,0.00888074071042353,NA
"3666",2011,12,"NAKA CREEK",NA,NA,NA,0.0142797614832157,NA
"3667",2012,12,"NAKA CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3668",2013,12,"NAKA CREEK",NA,NA,NA,0.0164482623776054,NA
"3669",2014,12,"NAKA CREEK",NA,NA,NA,0.0114891151557245,NA
"3670",2015,12,"NAKA CREEK",NA,NA,NA,0.0135595098287899,NA
"3671",2016,12,"NAKA CREEK",NA,NA,NA,0.00202795595384339,NA
"3672",2017,12,"NAKA CREEK",NA,NA,NA,0.00376400621171083,NA
"3673",1950,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3674",1951,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3675",1952,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3676",1953,12,"NEW VANCOUVER CREEK",25,NA,NA,NA,NA
"3677",1954,12,"NEW VANCOUVER CREEK",25,NA,NA,NA,NA
"3678",1955,12,"NEW VANCOUVER CREEK",25,NA,NA,NA,NA
"3679",1956,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3680",1957,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3681",1958,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3682",1959,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3683",1960,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3684",1961,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3685",1962,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3686",1963,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3687",1964,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3688",1965,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3689",1966,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3690",1967,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3691",1968,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3692",1969,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3693",1970,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3694",1971,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3695",1972,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3696",1973,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3697",1974,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3698",1975,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3699",1976,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3700",1977,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3701",1978,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3702",1979,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3703",1980,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3704",1981,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3705",1982,12,"NEW VANCOUVER CREEK",NA,NA,NA,NA,NA
"3706",1983,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.866057834110302,NA
"3707",1984,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.775693911882616,NA
"3708",1985,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.804617873469269,NA
"3709",1986,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.736636297568,NA
"3710",1987,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.620278215303934,NA
"3711",1988,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.662968422357177,NA
"3712",1989,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.758563000132309,NA
"3713",1990,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.551771761004763,NA
"3714",1991,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.610236891943533,NA
"3715",1992,12,"NEW VANCOUVER CREEK",NA,NA,NA,0.846200576578609,NA
