,ANALYSIS_YR,AREA,WATERBODY,SPECIES,POPULATION,POP_ID,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,MAX_ESTIMATE,GFE_ID,RUN_TYPE
9194,1988,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
13067,1988,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
17995,1988,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,250,855,1
163,1989,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
364,1989,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
3815,1989,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
5378,1989,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
13595,1989,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
11929,1990,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,2000,855,1
7,1991,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
51,1991,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
2377,1991,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
11669,1991,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
17879,1991,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
12818,1992,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,500,855,1
13312,1992,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,50,855,1
2384,1993,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,60,855,1
4076,1993,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
7366,1994,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,2700,855,1
14843,1994,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,24,855,1
2459,1995,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Unknown Estimate Method,1,855,1
3009,1995,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
10396,1995,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
11543,1995,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
14905,1995,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
15771,1995,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,22,855,1
4491,1996,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
6105,1996,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
8137,1996,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
8139,1996,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,4,855,1
9548,1996,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
10932,1996,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,10000,855,1
2724,1997,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
6932,1997,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
8391,1997,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
16890,1997,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
17474,1997,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
17476,1997,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
1872,1998,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,PRESENCE-ABSENCE (TYPE-6),Unknown Estimate Method,25,855,1
4782,1998,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,PRESENCE-ABSENCE (TYPE-6),Unknown Estimate Method,NA,855,FALL
7856,1998,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
8999,1998,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,3000,855,1
11538,1998,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,150,855,1
16899,1998,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
4771,1999,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
5048,1999,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
5595,1999,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
10384,1999,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
10924,1999,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
16345,1999,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
3314,2000,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
3315,2000,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
3934,2000,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,7000,855,1
7575,2000,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
10946,2000,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
11253,2000,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
3637,2001,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
7276,2001,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,855,1
9293,2001,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,855,1
7874,2004,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
10673,2004,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
12929,2004,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
1611,2005,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,142,855,1
3636,2005,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,105,855,1
12659,2005,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,2980,855,1
800,2012,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
1905,2012,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
6700,2012,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
11575,2012,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
14661,2012,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
18119,2012,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
1929,2013,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
3048,2013,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
10703,2013,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
16933,2013,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
16934,2013,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
6741,2014,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
7326,2014,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
8197,2014,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
14701,2014,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
14703,2014,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
17277,2014,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
8500,2015,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
9609,2015,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
10474,2015,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
12707,2015,12,MATSIU CREEK,Steelhead,Matsiu Creek (Alert Bay) Steelhead,2943,UNKNOWN,Not Applicable,NA,855,FALL
12977,2015,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
16415,2015,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
2665,1953,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
2800,1953,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
9685,1953,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
10306,1953,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
13960,1953,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
2348,1954,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
4949,1954,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
8915,1954,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
16176,1954,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
17688,1954,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
565,1955,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
1268,1955,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
4680,1955,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
11738,1955,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
16817,1955,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
113,1956,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
1785,1956,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
10080,1956,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
12820,1956,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
14170,1956,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
2892,1957,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
7752,1957,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
9131,1957,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
12184,1957,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
17726,1957,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
601,1958,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
2673,1958,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
10199,1958,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
12056,1958,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
17118,1958,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
4710,1959,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
5934,1959,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
6049,1959,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
10192,1959,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
13334,1959,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
2677,1960,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
7026,1960,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
14521,1960,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
15612,1960,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
18043,1960,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
979,1961,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
1719,1961,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
8816,1961,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
9452,1961,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
14555,1961,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
1265,1962,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
1452,1962,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
7948,1962,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
14532,1962,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
17388,1962,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
1510,1963,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
6626,1963,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
9752,1963,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
12292,1963,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
13429,1963,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
7922,1964,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
8056,1964,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
8690,1964,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
8904,1964,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
12852,1964,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
4725,1965,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
5747,1965,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
10047,1965,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
10296,1965,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
17881,1965,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
4742,1966,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
9511,1966,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
15164,1966,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
16776,1966,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
16973,1966,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
4945,1967,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
5014,1967,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
5957,1967,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
9724,1967,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
12600,1967,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
2149,1968,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
3998,1968,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
8619,1968,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
11029,1968,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
14254,1968,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
633,1969,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
4020,1969,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
5698,1969,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
7400,1969,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
17863,1969,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
1783,1970,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,200,859,1
16980,1970,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Unknown Estimate Method,25,859,1
4410,1971,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Unknown Estimate Method,25,859,1
14179,1971,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,200,859,1
4459,1972,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Unknown Estimate Method,25,859,1
11397,1972,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,25,859,1
3166,1973,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Not Applicable,NA,859,1
3401,1973,12,MCALISTER CREEK,Coho,Mcalister Creek (Alert Bay) Coho Run 1,50962,UNKNOWN,Not Applicable,NA,859,1
5514,1973,12,MCALISTER CREEK,Chinook,Mcalister Creek (Alert Bay) Chinook Run 1,50968,UNKNOWN,Not Applicable,NA,859,1
6069,1973,12,MCALISTER CREEK,Sockeye,Mcalister Creek (Alert Bay) Sockeye Run 1,50960,UNKNOWN,Not Applicable,NA,859,1
15582,1973,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Not Applicable,NA,859,1
98,1974,12,MCALISTER CREEK,Chum,Mcalister Creek (Alert Bay) Chum Run 1,50966,UNKNOWN,Unknown Estimate Method,6,859,1
7708,1974,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,20,859,1
11119,1975,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,10,859,1
2114,1976,12,MCALISTER CREEK,Pink,Mcalister Creek (Alert Bay) Pink Run 1,50964,UNKNOWN,Unknown Estimate Method,25,859,1
